S:2017-07-20 18:04:04 E:2017-07-21 00:43:45 Price:10.51
S:2017-07-21 00:43:45 E:2017-07-21 06:38:12 Price:10.3
S:2017-07-21 06:38:12 E:2017-07-21 19:04:23 Price:10.09
S:2017-07-21 19:04:23 E:2017-07-22 03:26:06 Price:9.89
S:2017-07-22 03:26:06 E:2017-07-23 02:58:07 Price:9.69
S:2017-07-23 02:58:07 E:2017-07-23 23:43:29 Price:16.99
S:2017-07-23 23:43:29 E:2017-07-24 18:13:26 Price:16.46
S:2017-07-24 18:13:26 E:2017-07-25 20:37:02 Price:15.93
S:2017-07-25 20:37:02 E:2017-07-26 08:25:12 Price:15.4
S:2017-07-26 08:25:12 E:2017-07-26 21:51:20 Price:13.86
S:2017-07-26 21:51:20 E:2017-07-27 04:26:13 Price:12.63
S:2017-07-27 04:26:13 E:2017-07-30 10:07:14 Price:12.38
S:2017-07-30 10:07:14 E:2017-08-05 07:24:00 Price:15.4
S:2017-08-05 07:24:00 E:2017-08-05 15:03:07 Price:14.87
S:2017-08-05 15:03:07 E:2017-08-06 01:00:23 Price:12.99
S:2017-08-06 01:00:23 E:2017-08-06 11:53:05 Price:14.87
S:2017-08-06 11:53:05 E:2017-08-07 06:56:46 Price:13.38
S:2017-08-07 06:56:46 E:2017-08-08 09:55:15 Price:12.64
S:2017-08-08 09:55:15 E:2017-08-09 08:25:25 Price:12.39
S:2017-08-09 08:25:25 E:2017-08-10 13:41:02 Price:12.11
S:2017-08-10 13:41:02 E:2017-08-10 23:32:12 Price:11.86
S:2017-08-10 23:32:12 E:2017-08-11 09:32:47 Price:11.58
S:2017-08-11 09:32:47 E:2017-08-12 13:16:40 Price:11.33
S:2017-08-12 13:16:40 E:2017-08-26 02:23:02 Price:19.91
S:2017-08-26 02:23:02 E:2017-08-26 15:08:25 Price:19.38
S:2017-08-26 15:08:25 E:2017-08-27 04:24:25 Price:18.41
S:2017-08-27 04:24:25 E:2017-08-27 14:31:10 Price:17.49
S:2017-08-27 14:31:10 E:2017-08-28 02:52:22 Price:16.62
S:2017-08-28 02:52:22 E:2017-08-28 07:04:54 Price:15.79
S:2017-08-28 07:04:54 E:2017-08-28 18:47:09 Price:15
S:2017-08-28 18:47:09 E:2017-08-29 07:59:30 Price:14.25
S:2017-08-29 07:59:30 E:2017-09-06 23:39:36 Price:19.91
S:2017-09-06 23:39:36 E:2017-09-07 02:04:53 Price:17.74
S:2017-09-07 02:04:53 E:2017-09-07 03:46:52 Price:17.7
S:2017-09-07 03:46:52 E:2017-09-12 12:57:46 Price:17.5
S:2017-09-12 12:57:46 E:2017-09-13 16:30:59 Price:19.34
S:2017-09-13 16:30:59 E:2017-09-21 17:52:19 Price:19.91
S:2017-09-21 17:52:19 E:2017-09-22 07:55:38 Price:18.45
S:2017-09-22 07:55:38 E:2017-09-26 05:29:21 Price:18.43
S:2017-09-26 05:29:21 E:2017-10-02 12:56:25 Price:18.41
S:2017-10-02 12:56:25 E:2017-10-12 21:03:41 Price:19.91
S:2017-10-12 21:03:41 E:2017-10-17 03:10:12 Price:18.99
S:2017-10-17 03:10:12 E:2017-11-01 13:33:21 Price:16.7
S:2017-11-01 13:33:21 E:2017-11-01 16:52:17 Price:14.78
S:2017-11-01 16:52:17 E:2017-11-06 23:39:06 Price:16.7
S:2017-11-06 23:39:06 E:2017-11-11 02:03:15 Price:18.99
S:2017-11-11 02:03:15 E:2017-12-16 06:40:59 Price:18.98
S:2017-12-16 06:40:59 E:2017-12-16 07:41:08 Price:null
S:2017-12-16 07:41:08 E:2017-12-23 21:39:50 Price:18.98
S:2017-12-23 21:39:50 E:2017-12-23 22:40:49 Price:null
S:2017-12-23 22:40:49 E:2017-12-25 04:53:29 Price:18.98
S:2017-12-25 04:53:29 E:2017-12-25 05:54:20 Price:null
S:2017-12-25 05:54:20 E:2017-12-26 02:16:30 Price:18.98
S:2017-12-26 02:16:30 E:2017-12-26 03:17:18 Price:null
S:2017-12-26 03:17:18 E:2018-01-02 00:23:07 Price:18.98
S:2018-01-02 00:23:07 E:2018-01-02 01:24:06 Price:null
S:2018-01-02 01:24:06 E:2018-01-02 16:41:04 Price:18.98
S:2018-01-02 16:41:04 E:2018-01-02 17:42:04 Price:null
S:2018-01-02 17:42:04 E:2018-01-11 02:37:51 Price:18.98
S:2018-01-11 02:37:51 E:2018-01-11 03:38:24 Price:null
S:2018-01-11 03:38:24 E:2018-01-12 11:29:09 Price:18.98
S:2018-01-12 11:29:09 E:2018-01-12 12:30:15 Price:null
S:2018-01-12 12:30:15 E:2018-01-14 21:27:06 Price:18.98
S:2018-01-14 21:27:06 E:2018-01-14 22:28:26 Price:null
S:2018-01-14 22:28:26 E:2018-01-19 20:04:18 Price:18.98
S:2018-01-19 20:04:18 E:2018-01-19 22:07:22 Price:null
S:2018-01-19 22:07:22 E:2018-01-27 12:44:14 Price:18.98
S:2018-01-27 12:44:14 E:2018-01-27 13:45:12 Price:null
S:2018-01-27 13:45:12 E:2018-01-30 03:15:19 Price:18.98
S:2018-01-30 03:15:19 E:2018-01-30 04:16:46 Price:null
S:2018-01-30 04:16:46 E:2020-03-31 11:19:48 Price:18.98}],S:2011-03-25 00:00:52 E:2015-05-05 10:04:59 Price:null
S:2015-05-05 10:04:59 E:2016-05-06 00:29:12 Price:18.99
S:2016-05-06 00:29:12 E:2016-09-03 17:59:47 Price:null
S:2016-09-03 17:59:47 E:2016-12-02 21:24:47 Price:18.99
S:2016-12-02 21:24:47 E:2016-12-21 19:50:39 Price:14.97
S:2016-12-21 19:50:39 E:2016-12-22 08:29:13 Price:14.95
S:2016-12-22 08:29:13 E:2016-12-25 16:16:38 Price:14.97
S:2016-12-25 16:16:38 E:2016-12-26 04:07:39 Price:14.95
S:2016-12-26 04:07:39 E:2017-01-04 22:04:33 Price:14.97
S:2017-01-04 22:04:33 E:2017-01-05 14:06:26 Price:20.94
S:2017-01-05 14:06:26 E:2017-01-11 21:25:44 Price:14.97
S:2017-01-11 21:25:44 E:2017-01-12 06:30:01 Price:14.95
S:2017-01-12 06:30:01 E:2017-01-15 08:22:35 Price:14.97
S:2017-01-15 08:22:35 E:2017-01-15 11:03:56 Price:14.95
S:2017-01-15 11:03:56 E:2017-01-19 23:37:16 Price:14.97
S:2017-01-19 23:37:16 E:2017-01-30 14:16:30 Price:18.99
S:2017-01-30 14:16:30 E:2017-02-03 16:57:01 Price:17.58
S:2017-02-03 16:57:01 E:2017-02-08 09:07:53 Price:19.89
S:2017-02-08 09:07:53 E:2017-02-20 15:09:36 Price:17.36
S:2017-02-20 15:09:36 E:2017-02-21 03:08:47 Price:16.1
S:2017-02-21 03:08:47 E:2017-03-11 10:20:32 Price:16.19
S:2017-03-11 10:20:32 E:2017-04-10 00:48:26 Price:15.99
S:2017-04-10 00:48:26 E:2017-04-10 09:02:29 Price:6.59
S:2017-04-10 09:02:29 E:2017-04-29 04:11:05 Price:15.99
S:2017-04-29 04:11:05 E:2017-05-01 05:13:14 Price:13.42
S:2017-05-01 05:13:14 E:2017-05-01 16:24:13 Price:12.99
S:2017-05-01 16:24:13 E:2017-05-04 13:55:34 Price:12.57
S:2017-05-04 13:55:34 E:2017-05-07 05:23:12 Price:12.17
S:2017-05-07 05:23:12 E:2017-05-08 21:38:20 Price:17.17
S:2017-05-08 21:38:20 E:2017-05-10 08:47:58 Price:16.78
S:2017-05-10 08:47:58 E:2017-05-10 12:05:02 Price:19.91
S:2017-05-10 12:05:02 E:2017-05-14 08:25:52 Price:19.96
S:2017-05-14 08:25:52 E:2017-05-19 02:10:43 Price:12.05
S:2017-05-19 02:10:43 E:2017-05-20 13:05:35 Price:11.93
S:2017-05-20 13:05:35 E:2017-05-30 19:41:47 Price:11.29
S:2017-05-30 19:41:47 E:2017-06-04 04:10:21 Price:11.69
S:2017-06-04 04:10:21 E:2017-06-06 10:19:48 Price:11.05
S:2017-06-06 10:19:48 E:2017-06-08 18:18:31 Price:19.96
S:2017-06-08 18:18:31 E:2017-06-09 07:53:55 Price:11.05
S:2017-06-09 07:53:55 E:2017-06-12 03:39:09 Price:11.68
S:2017-06-12 03:39:09 E:2017-06-26 00:15:34 Price:11.48
S:2017-06-26 00:15:34 E:2017-06-29 00:26:33 Price:11.69
S:2017-06-29 00:26:33 E:2017-06-29 23:28:23 Price:11.25
S:2017-06-29 23:28:23 E:2017-06-30 10:31:21 Price:10.81
S:2017-06-30 10:31:21 E:2017-07-03 20:58:51 Price:10.59
S:2017-07-03 20:58:51 E:2017-07-05 02:03:14 Price:16.11
S:2017-07-05 02:03:14 E:2017-07-05 10:15:32 Price:15.55
S:2017-07-05 10:15:32 E:2017-07-05 13:35:11 Price:15.28
S:2017-07-05 13:35:11 E:2017-07-06 02:42:26 Price:15.01
S:2017-07-06 02:42:26 E:2017-07-06 17:25:37 Price:14.75
S:2017-07-06 17:25:37 E:2017-07-07 03:55:22 Price:14.49
S:2017-07-07 03:55:22 E:2017-07-07 13:44:51 Price:14.23
S:2017-07-07 13:44:51 E:2017-07-08 11:00:46 Price:13.98
S:2017-07-08 11:00:46 E:2017-07-09 17:12:56 Price:13.49
S:2017-07-09 17:12:56 E:2017-07-11 05:55:18 Price:12.43
S:2017-07-11 05:55:18 E:2017-07-12 08:42:21 Price:11.37
S:2017-07-12 08:42:21 E:2017-07-13 21:32:26 Price:11.14
S:2017-07-13 21:32:26 E:2017-07-17 18:54:18 Price:11.16
S:2017-07-17 18:54:18 E:2017-07-20 07:08:25 Price:10.94
S:2017-07-20 07:08:25 E:2017-07-20 18:04:04 Price:10.72
S:2017-07-20 18:04:04 E:2017-07-21 00:43:45 Price:10.51
S:2017-07-21 00:43:45 E:2017-07-21 06:38:12 Price:10.3
S:2017-07-21 06:38:12 E:2017-07-21 19:04:23 Price:10.09
S:2017-07-21 19:04:23 E:2017-07-22 03:26:06 Price:9.89
S:2017-07-22 03:26:06 E:2017-07-23 02:58:07 Price:9.69
S:2017-07-23 02:58:07 E:2017-07-23 23:43:29 Price:16.99
S:2017-07-23 23:43:29 E:2017-07-24 18:13:26 Price:16.46
S:2017-07-24 18:13:26 E:2017-07-25 20:37:02 Price:15.93
S:2017-07-25 20:37:02 E:2017-07-26 08:25:12 Price:15.4
S:2017-07-26 08:25:12 E:2017-07-26 21:51:20 Price:13.86
S:2017-07-26 21:51:20 E:2017-07-27 04:26:13 Price:12.63
S:2017-07-27 04:26:13 E:2017-07-30 10:07:14 Price:12.38
S:2017-07-30 10:07:14 E:2017-08-05 07:24:00 Price:15.4
S:2017-08-05 07:24:00 E:2017-08-05 15:03:07 Price:14.87
S:2017-08-05 15:03:07 E:2017-08-06 01:00:23 Price:12.99
S:2017-08-06 01:00:23 E:2017-08-06 11:53:05 Price:14.87
S:2017-08-06 11:53:05 E:2017-08-07 06:56:46 Price:13.38
S:2017-08-07 06:56:46 E:2017-08-08 09:55:15 Price:12.64
S:2017-08-08 09:55:15 E:2017-08-09 08:25:25 Price:12.39
S:2017-08-09 08:25:25 E:2017-08-10 13:41:02 Price:12.11
S:2017-08-10 13:41:02 E:2017-08-10 23:32:12 Price:11.86
S:2017-08-10 23:32:12 E:2017-08-11 09:32:47 Price:11.58
S:2017-08-11 09:32:47 E:2017-08-12 13:16:40 Price:11.33
S:2017-08-12 13:16:40 E:2017-08-26 02:23:02 Price:19.91
S:2017-08-26 02:23:02 E:2017-08-26 15:08:25 Price:19.38
S:2017-08-26 15:08:25 E:2017-08-27 04:24:25 Price:18.41
S:2017-08-27 04:24:25 E:2017-08-27 14:31:10 Price:17.49
S:2017-08-27 14:31:10 E:2017-08-28 02:52:22 Price:16.62
S:2017-08-28 02:52:22 E:2017-08-28 07:04:54 Price:15.79
S:2017-08-28 07:04:54 E:2017-08-28 18:47:09 Price:15
S:2017-08-28 18:47:09 E:2017-08-29 07:59:30 Price:14.25
S:2017-08-29 07:59:30 E:2017-09-06 23:39:36 Price:19.91
S:2017-09-06 23:39:36 E:2017-09-07 02:04:53 Price:17.74
S:2017-09-07 02:04:53 E:2017-09-07 03:46:52 Price:17.7
S:2017-09-07 03:46:52 E:2017-09-12 12:57:46 Price:17.5
S:2017-09-12 12:57:46 E:2017-09-13 16:30:59 Price:19.34
S:2017-09-13 16:30:59 E:2017-09-21 17:52:19 Price:19.91
S:2017-09-21 17:52:19 E:2017-09-22 07:55:38 Price:18.45
S:2017-09-22 07:55:38 E:2017-09-26 05:29:21 Price:18.43
S:2017-09-26 05:29:21 E:2017-10-02 12:56:25 Price:18.41
S:2017-10-02 12:56:25 E:2017-10-12 21:03:41 Price:19.91
S:2017-10-12 21:03:41 E:2017-10-17 03:10:12 Price:18.99
S:2017-10-17 03:10:12 E:2017-11-01 13:33:21 Price:16.7
S:2017-11-01 13:33:21 E:2017-11-01 16:52:17 Price:14.78
S:2017-11-01 16:52:17 E:2017-11-06 23:39:06 Price:16.7
S:2017-11-06 23:39:06 E:2017-11-11 02:03:15 Price:18.99
S:2017-11-11 02:03:15 E:2017-12-16 06:40:59 Price:18.98
S:2017-12-16 06:40:59 E:2017-12-16 07:41:08 Price:null
S:2017-12-16 07:41:08 E:2017-12-23 21:39:50 Price:18.98
S:2017-12-23 21:39:50 E:2017-12-23 22:40:49 Price:null
S:2017-12-23 22:40:49 E:2017-12-25 04:53:29 Price:18.98
S:2017-12-25 04:53:29 E:2017-12-25 05:54:20 Price:null
S:2017-12-25 05:54:20 E:2017-12-26 02:16:30 Price:18.98
S:2017-12-26 02:16:30 E:2017-12-26 03:17:18 Price:null
S:2017-12-26 03:17:18 E:2018-01-02 00:23:07 Price:18.98
S:2018-01-02 00:23:07 E:2018-01-02 01:24:06 Price:null
S:2018-01-02 01:24:06 E:2018-01-02 16:41:04 Price:18.98
S:2018-01-02 16:41:04 E:2018-01-02 17:42:04 Price:null
S:2018-01-02 17:42:04 E:2018-01-11 02:37:51 Price:18.98
S:2018-01-11 02:37:51 E:2018-01-11 03:38:24 Price:null
S:2018-01-11 03:38:24 E:2018-01-12 11:29:09 Price:18.98
S:2018-01-12 11:29:09 E:2018-01-12 12:30:15 Price:null
S:2018-01-12 12:30:15 E:2018-01-14 21:27:06 Price:18.98
S:2018-01-14 21:27:06 E:2018-01-14 22:28:26 Price:null
S:2018-01-14 22:28:26 E:2018-01-19 20:04:18 Price:18.98
S:2018-01-19 20:04:18 E:2018-01-19 22:07:22 Price:null
S:2018-01-19 22:07:22 E:2018-01-27 12:44:14 Price:18.98
S:2018-01-27 12:44:14 E:2018-01-27 13:45:12 Price:null
S:2018-01-27 13:45:12 E:2018-01-30 03:15:19 Price:18.98
S:2018-01-30 03:15:19 E:2018-01-30 04:16:46 Price:null
S:2018-01-30 04:16:46 E:2020-03-31 11:19:48 Price:18.98}],S:2011-03-25 00:00:52 E:2015-05-05 10:04:59 Price:null
S:2015-05-05 10:04:59 E:2016-05-06 00:29:12 Price:18.99
S:2016-05-06 00:29:12 E:2016-09-03 17:59:47 Price:null
S:2016-09-03 17:59:47 E:2016-12-02 21:24:47 Price:18.99
S:2016-12-02 21:24:47 E:2016-12-21 19:50:39 Price:14.97
S:2016-12-21 19:50:39 E:2016-12-22 08:29:13 Price:14.95
S:2016-12-22 08:29:13 E:2016-12-25 16:16:38 Price:14.97
S:2016-12-25 16:16:38 E:2016-12-26 04:07:39 Price:14.95
S:2016-12-26 04:07:39 E:2017-01-04 22:04:33 Price:14.97
S:2017-01-04 22:04:33 E:2017-01-05 14:06:26 Price:20.94
S:2017-01-05 14:06:26 E:2017-01-11 21:25:44 Price:14.97
S:2017-01-11 21:25:44 E:2017-01-12 06:30:01 Price:14.95
S:2017-01-12 06:30:01 E:2017-01-15 08:22:35 Price:14.97
S:2017-01-15 08:22:35 E:2017-01-15 11:03:56 Price:14.95
S:2017-01-15 11:03:56 E:2017-01-19 23:37:16 Price:14.97
S:2017-01-19 23:37:16 E:2017-01-30 14:16:30 Price:18.99
S:2017-01-30 14:16:30 E:2017-02-03 16:57:01 Price:17.58
S:2017-02-03 16:57:01 E:2017-02-08 09:07:53 Price:19.89
S:2017-02-08 09:07:53 E:2017-02-20 15:09:36 Price:17.36
S:2017-02-20 15:09:36 E:2017-02-21 03:08:47 Price:16.1
S:2017-02-21 03:08:47 E:2017-03-11 10:20:32 Price:16.19
S:2017-03-11 10:20:32 E:2017-04-10 00:48:26 Price:15.99
S:2017-04-10 00:48:26 E:2017-04-10 09:02:29 Price:6.59
S:2017-04-10 09:02:29 E:2017-04-29 04:11:05 Price:15.99
S:2017-04-29 04:11:05 E:2017-05-01 05:13:14 Price:13.42
S:2017-05-01 05:13:14 E:2017-05-01 16:24:13 Price:12.99
S:2017-05-01 16:24:13 E:2017-05-04 13:55:34 Price:12.57
S:2017-05-04 13:55:34 E:2017-05-07 05:23:12 Price:12.17
S:2017-05-07 05:23:12 E:2017-05-08 21:38:20 Price:17.17
S:2017-05-08 21:38:20 E:2017-05-10 08:47:58 Price:16.78
S:2017-05-10 08:47:58 E:2017-05-10 12:05:02 Price:19.91
S:2017-05-10 12:05:02 E:2017-05-14 08:25:52 Price:19.96
S:2017-05-14 08:25:52 E:2017-05-19 02:10:43 Price:12.05
S:2017-05-19 02:10:43 E:2017-05-20 13:05:35 Price:11.93
S:2017-05-20 13:05:35 E:2017-05-30 19:41:47 Price:11.29
S:2017-05-30 19:41:47 E:2017-06-04 04:10:21 Price:11.69
S:2017-06-04 04:10:21 E:2017-06-06 10:19:48 Price:11.05
S:2017-06-06 10:19:48 E:2017-06-08 18:18:31 Price:19.96
S:2017-06-08 18:18:31 E:2017-06-09 07:53:55 Price:11.05
S:2017-06-09 07:53:55 E:2017-06-12 03:39:09 Price:11.68
S:2017-06-12 03:39:09 E:2017-06-26 00:15:34 Price:11.48
S:2017-06-26 00:15:34 E:2017-06-29 00:26:33 Price:11.69
S:2017-06-29 00:26:33 E:2017-06-29 23:28:23 Price:11.25
S:2017-06-29 23:28:23 E:2017-06-30 10:31:21 Price:10.81
S:2017-06-30 10:31:21 E:2017-07-03 20:58:51 Price:10.59
S:2017-07-03 20:58:51 E:2017-07-05 02:03:14 Price:16.11
S:2017-07-05 02:03:14 E:2017-07-05 10:15:32 Price:15.55
S:2017-07-05 10:15:32 E:2017-07-05 13:35:11 Price:15.28
S:2017-07-05 13:35:11 E:2017-07-06 02:42:26 Price:15.01
S:2017-07-06 02:42:26 E:2017-07-06 17:25:37 Price:14.75
S:2017-07-06 17:25:37 E:2017-07-07 03:55:22 Price:14.49
S:2017-07-07 03:55:22 E:2017-07-07 13:44:51 Price:14.23
S:2017-07-07 13:44:51 E:2017-07-08 11:00:46 Price:13.98
S:2017-07-08 11:00:46 E:2017-07-09 17:12:56 Price:13.49
S:2017-07-09 17:12:56 E:2017-07-11 05:55:18 Price:12.43
S:2017-07-11 05:55:18 E:2017-07-12 08:42:21 Price:11.37
S:2017-07-12 08:42:21 E:2017-07-13 21:32:26 Price:11.14
S:2017-07-13 21:32:26 E:2017-07-17 18:54:18 Price:11.16
S:2017-07-17 18:54:18 E:2017-07-20 07:08:25 Price:10.94
S:2017-07-20 07:08:25 E:2017-07-20 18:04:04 Price:10.72
S:2017-07-20 18:04:04 E:2017-07-21 00:43:45 Price:10.51
S:2017-07-21 00:43:45 E:2017-07-21 06:38:12 Price:10.3
S:2017-07-21 06:38:12 E:2017-07-21 19:04:23 Price:10.09
S:2017-07-21 19:04:23 E:2017-07-22 03:26:06 Price:9.89
S:2017-07-22 03:26:06 E:2017-07-23 02:58:07 Price:9.69
S:2017-07-23 02:58:07 E:2017-07-23 23:43:29 Price:16.99
S:2017-07-23 23:43:29 E:2017-07-24 18:13:26 Price:16.46
S:2017-07-24 18:13:26 E:2017-07-25 20:37:02 Price:15.93
S:2017-07-25 20:37:02 E:2017-07-26 08:25:12 Price:15.4
S:2017-07-26 08:25:12 E:2017-07-26 21:51:20 Price:13.86
S:2017-07-26 21:51:20 E:2017-07-27 04:26:13 Price:12.63
S:2017-07-27 04:26:13 E:2017-07-30 10:07:14 Price:12.38
S:2017-07-30 10:07:14 E:2017-08-05 07:24:00 Price:15.4
S:2017-08-05 07:24:00 E:2017-08-05 15:03:07 Price:14.87
S:2017-08-05 15:03:07 E:2017-08-06 01:00:23 Price:12.99
S:2017-08-06 01:00:23 E:2017-08-06 11:53:05 Price:14.87
S:2017-08-06 11:53:05 E:2017-08-07 06:56:46 Price:13.38
S:2017-08-07 06:56:46 E:2017-08-08 09:55:15 Price:12.64
S:2017-08-08 09:55:15 E:2017-08-09 08:25:25 Price:12.39
S:2017-08-09 08:25:25 E:2017-08-10 13:41:02 Price:12.11
S:2017-08-10 13:41:02 E:2017-08-10 23:32:12 Price:11.86
S:2017-08-10 23:32:12 E:2017-08-11 09:32:47 Price:11.58
S:2017-08-11 09:32:47 E:2017-08-12 13:16:40 Price:11.33
S:2017-08-12 13:16:40 E:2017-08-26 02:23:02 Price:19.91
S:2017-08-26 02:23:02 E:2017-08-26 15:08:25 Price:19.38
S:2017-08-26 15:08:25 E:2017-08-27 04:24:25 Price:18.41
S:2017-08-27 04:24:25 E:2017-08-27 14:31:10 Price:17.49
S:2017-08-27 14:31:10 E:2017-08-28 02:52:22 Price:16.62
S:2017-08-28 02:52:22 E:2017-08-28 07:04:54 Price:15.79
S:2017-08-28 07:04:54 E:2017-08-28 18:47:09 Price:15
S:2017-08-28 18:47:09 E:2017-08-29 07:59:30 Price:14.25
S:2017-08-29 07:59:30 E:2017-09-06 23:39:36 Price:19.91
S:2017-09-06 23:39:36 E:2017-09-07 02:04:53 Price:17.74
S:2017-09-07 02:04:53 E:2017-09-07 03:46:52 Price:17.7
S:2017-09-07 03:46:52 E:2017-09-12 12:57:46 Price:17.5
S:2017-09-12 12:57:46 E:2017-09-13 16:30:59 Price:19.34
S:2017-09-13 16:30:59 E:2017-09-21 17:52:19 Price:19.91
S:2017-09-21 17:52:19 E:2017-09-22 07:55:38 Price:18.45
S:2017-09-22 07:55:38 E:2017-09-26 05:29:21 Price:18.43
S:2017-09-26 05:29:21 E:2017-10-02 12:56:25 Price:18.41
S:2017-10-02 12:56:25 E:2017-10-12 21:03:41 Price:19.91
S:2017-10-12 21:03:41 E:2017-10-17 03:10:12 Price:18.99
S:2017-10-17 03:10:12 E:2017-11-01 13:33:21 Price:16.7
S:2017-11-01 13:33:21 E:2017-11-01 16:52:17 Price:14.78
S:2017-11-01 16:52:17 E:2017-11-06 23:39:06 Price:16.7
S:2017-11-06 23:39:06 E:2017-11-11 02:03:15 Price:18.99
S:2017-11-11 02:03:15 E:2017-12-16 06:40:59 Price:18.98
S:2017-12-16 06:40:59 E:2017-12-16 07:41:08 Price:null
S:2017-12-16 07:41:08 E:2017-12-23 21:39:50 Price:18.98
S:2017-12-23 21:39:50 E:2017-12-23 22:40:49 Price:null
S:2017-12-23 22:40:49 E:2017-12-25 04:53:29 Price:18.98
S:2017-12-25 04:53:29 E:2017-12-25 05:54:20 Price:null
S:2017-12-25 05:54:20 E:2017-12-26 02:16:30 Price:18.98
S:2017-12-26 02:16:30 E:2017-12-26 03:17:18 Price:null
S:2017-12-26 03:17:18 E:2018-01-02 00:23:07 Price:18.98
S:2018-01-02 00:23:07 E:2018-01-02 01:24:06 Price:null
S:2018-01-02 01:24:06 E:2018-01-02 16:41:04 Price:18.98
S:2018-01-02 16:41:04 E:2018-01-02 17:42:04 Price:null
